エリア,世帯,トリップ,出発時間,到着時間,代表交通手段,交通モード,移動時間,,,,
442,1,0,0,411,0,0,1,,,,
442,1,1,0,0,0,0,1,,,,
442,2,0,0,0,0,0,1,,,,
442,2,1,0,0,0,0,2,,,,
442,2,2,0,0,0,0,1,,,,
442,2,3,0,0,0,0,2,,,,
442,3,0,0,401,1,3,1,3,2,2,2
442,3,1,0,0,0,0,1,,,,
443,0,0,0,417,0,0,2,,,,
443,0,1,0,0,0,0,2,,,,
443,1,0,0,539,0,0,2,,,,
443,1,1,0,0,0,0,2,,,,
444,1,0,0,431,0,0,1,,,,
444,1,1,0,0,0,0,1,,,,
444,2,0,0,526,3,3,10,,,,
444,2,1,0,0,0,0,2,,,,
445,1,0,0,442,1,3,1,3,2,4,2
445,1,1,0,0,0,0,2,,,,
445,2,0,0,0,1,3,1,3,2,4,2
445,2,1,0,0,0,0,2,,,,
445,2,2,0,0,0,0,1,,,,
445,2,3,0,0,0,0,1,,,,
446,0,0,0,0,0,0,1,,,,
446,0,1,0,0,0,0,1,,,,
446,1,0,0,476,2,2,4,,,,
446,1,1,0,0,0,0,1,,,,
446,1,2,0,0,0,0,2,,,,
446,2,0,0,0,0,0,2,,,,
446,2,1,0,0,0,0,1,,,,
447,0,0,0,466,1,3,1,3,2,2,2
447,0,1,0,0,0,0,1,,,,
447,0,2,0,0,0,0,2,,,,
447,1,0,0,0,0,0,1,,,,
447,1,1,0,468,0,0,3,,,,
447,1,2,0,0,0,0,2,,,,
447,1,3,0,0,0,0,2,,,,
447,2,0,0,0,1,3,1,3,2,4,2
447,2,1,0,440,0,0,2,,,,
447,2,2,0,0,0,0,2,,,,
447,3,0,0,409,0,0,2,,,,
447,3,1,0,667,0,0,2,,,,
447,3,2,0,1128,0,0,2,,,,
447,3,3,0,0,0,0,2,,,,
447,4,0,0,502,2,2,8,,,,
447,4,1,0,0,0,0,2,,,,
448,0,0,0,516,2,2,4,,,,
448,0,1,0,0,0,0,1,,,,
448,1,0,0,528,2,2,8,,,,
448,1,1,0,0,0,0,1,,,,
448,1,2,0,0,0,0,1,,,,
449,0,0,0,430,0,0,2,,,,
449,0,1,0,0,0,0,2,,,,
449,1,0,0,0,2,2,4,,,,
449,1,1,0,481,0,0,2,,,,
449,1,2,0,0,0,0,1,,,,
450,0,0,0,0,0,0,2,,,,
450,0,1,0,0,0,0,2,,,,
451,0,0,0,526,0,0,1,,,,
451,0,1,0,0,0,0,1,,,,
452,0,0,0,483,0,0,1,,,,
452,0,1,0,0,0,0,1,,,,
452,1,0,0,485,3,3,5,,,,
452,1,1,0,0,0,0,1,,,,
453,0,0,0,489,3,3,5,,,,
453,0,1,0,0,0,0,1,,,,
453,1,0,0,491,1,3,1,3,2,4,2
453,1,1,0,0,0,0,2,,,,
454,0,0,0,425,3,3,10,,,,
454,0,1,0,0,0,0,2,,,,
454,1,0,0,415,1,3,1,3,2,2,2
454,1,1,0,0,0,0,1,,,,
455,0,0,0,0,1,3,1,3,2,2,2
455,0,1,0,0,0,0,1,,,,
456,0,0,0,0,1,3,1,3,2,4,2
456,0,1,0,0,0,0,2,,,,
456,1,0,0,417,0,0,1,,,,
456,1,1,0,672,0,0,2,,,,
456,1,2,0,0,0,0,1,,,,
456,1,3,0,1307,0,0,1,,,,
456,1,4,0,0,0,0,1,,,,
456,2,0,0,484,0,0,1,,,,
456,2,1,0,0,0,0,1,,,,
456,3,0,0,539,1,3,1,3,2,4,2
456,3,1,0,0,0,0,2,,,,
456,3,2,0,0,0,0,2,,,,
457,0,0,0,432,2,2,4,,,,
457,0,1,0,0,0,0,1,,,,
458,0,0,0,412,1,3,1,3,2,2,2
458,0,1,0,0,0,0,1,,,,
458,1,0,0,472,1,3,1,3,1,4,1
458,1,1,0,0,0,0,2,,,,
458,2,0,0,416,0,0,1,,,,
458,2,1,0,0,0,0,1,,,,
458,2,2,0,0,0,0,2,,,,
459,0,0,0,529,1,3,1,3,2,4,2
459,0,1,0,0,0,0,2,,,,
459,1,0,0,446,3,3,10,,,,
459,1,1,0,0,0,0,2,,,,
459,1,2,0,0,0,0,2,,,,
460,1,0,0,0,1,3,1,3,2,4,2
460,1,1,0,0,0,0,2,,,,
460,1,2,0,0,0,0,2,,,,
460,1,3,0,512,0,0,2,,,,
460,1,4,0,0,0,0,2,,,,
461,0,0,0,500,0,0,2,,,,
461,0,1,0,0,0,0,2,,,,
462,0,0,0,0,1,3,1,3,1,4,1
462,0,1,0,0,0,0,2,,,,
462,0,2,0,439,0,0,1,,,,
462,0,3,0,0,0,0,1,,,,
463,1,0,0,505,0,0,1,,,,
463,1,1,0,770,0,0,2,,,,
463,1,2,0,0,0,0,3,,,,
463,1,3,0,1244,0,0,3,,,,
463,1,4,0,0,0,0,1,,,,
464,1,0,0,428,0,0,2,,,,
464,1,1,0,0,0,0,2,,,,
464,1,2,0,0,0,0,2,,,,
464,2,0,0,460,1,3,1,3,2,2,2
464,2,1,0,0,0,0,2,,,,
464,2,2,0,0,0,0,1,,,,
464,3,0,0,497,2,2,8,,,,
464,3,1,0,0,0,0,2,,,,
464,4,0,0,0,2,2,8,,,,
464,4,1,0,456,0,0,2,,,,
464,4,2,0,0,0,0,2,,,,
465,0,0,0,518,0,0,1,,,,
465,0,1,0,0,0,0,2,,,,
465,0,2,0,1061,0,0,2,,,,
465,0,3,0,0,0,0,1,,,,
465,1,0,0,0,0,0,2,,,,
465,1,1,0,0,0,0,2,,,,
466,0,0,0,514,0,0,2,,,,
466,0,1,0,0,0,0,2,,,,
466,1,0,0,0,0,0,1,,,,
466,1,1,0,0,0,0,3,,,,
467,0,0,0,474,0,0,2,,,,
467,0,1,0,0,0,0,2,,,,
467,1,0,0,401,3,3,5,,,,
467,1,1,0,0,0,0,1,,,,
468,0,0,0,490,3,3,10,,,,
468,0,1,0,0,0,0,2,,,,
469,0,0,0,403,3,3,10,,,,
469,0,1,0,0,0,0,2,,,,
470,0,0,0,507,2,2,8,,,,
470,0,1,0,0,0,0,2,,,,
470,1,0,0,0,0,0,1,,,,
470,1,1,0,0,0,0,1,,,,
471,0,0,0,0,1,3,1,3,1,4,1
471,0,1,0,0,0,0,2,,,,
471,1,0,0,435,0,0,2,,,,
471,1,1,0,0,0,0,2,,,,
472,0,0,0,0,0,0,2,,,,
472,0,1,0,0,0,0,2,,,,
473,0,0,0,0,0,0,2,,,,
473,0,1,0,515,0,0,2,,,,
473,0,2,0,0,0,0,2,,,,
473,1,0,0,536,0,0,2,,,,
473,1,1,0,0,0,0,3,,,,
473,1,2,0,0,0,0,1,,,,
474,0,0,0,0,1,3,1,3,2,2,2
474,0,1,0,0,0,0,2,,,,
474,0,2,0,0,0,0,1,,,,
474,0,3,0,0,0,0,2,,,,
474,1,0,0,414,1,3,1,3,2,4,2
474,1,1,0,0,0,0,1,,,,
474,1,2,0,0,0,0,1,,,,
475,0,0,0,0,3,3,10,,,,
475,0,1,0,0,0,0,2,,,,
475,0,2,0,0,0,0,2,,,,
476,0,0,0,0,0,0,2,,,,
476,0,1,0,0,0,0,2,,,,
476,1,0,0,0,3,3,5,,,,
476,1,1,0,0,0,0,1,,,,
476,1,2,0,0,0,0,3,,,,
476,1,3,0,448,0,0,2,,,,
476,1,4,0,0,0,0,1,,,,
477,0,0,0,0,0,0,1,,,,
477,0,1,0,500,0,0,1,,,,
477,0,2,0,0,0,0,2,,,,
478,0,0,0,436,0,0,1,,,,
478,0,1,0,0,0,0,1,,,,
478,1,0,0,465,0,0,2,,,,
478,1,1,0,0,0,0,2,,,,
478,1,2,0,0,0,0,2,,,,
478,2,0,0,503,0,0,1,,,,
478,2,1,0,0,0,0,1,,,,
478,2,2,0,0,0,0,2,,,,
478,3,0,0,514,2,2,4,,,,
478,3,1,0,0,0,0,1,,,,
479,1,0,0,507,1,3,1,3,2,4,2
479,1,1,0,0,0,0,2,,,,
479,2,0,0,438,0,0,2,,,,
479,2,1,0,0,0,0,2,,,,
480,0,0,0,0,2,2,8,,,,
480,0,1,0,0,0,0,2,,,,
480,0,2,0,0,0,0,2,,,,
481,0,0,0,0,1,3,1,3,2,2,2
481,0,1,0,0,0,0,1,,,,
481,0,2,0,0,0,0,2,,,,
481,0,3,0,0,0,0,2,,,,
483,0,0,0,470,3,3,10,,,,
483,0,1,0,0,0,0,2,,,,
483,1,0,0,0,0,0,2,,,,
483,1,1,0,0,0,0,3,,,,
483,2,0,0,472,0,0,2,,,,
483,2,1,0,0,0,0,2,,,,
484,0,0,0,0,0,0,1,,,,
484,0,1,0,0,0,0,2,,,,
484,1,0,0,507,2,2,4,,,,
484,1,1,0,0,0,0,1,,,,
485,0,0,0,484,1,3,1,3,2,4,2
485,0,1,0,0,0,0,2,,,,
485,1,0,0,470,3,3,5,,,,
485,1,1,0,0,0,0,1,,,,
486,0,0,0,530,0,0,1,,,,
486,0,1,0,0,0,0,1,,,,
487,0,0,0,398,0,0,1,,,,
487,0,1,0,0,0,0,1,,,,
487,0,2,0,0,0,0,2,,,,
487,0,3,0,0,0,0,2,,,,
487,1,0,0,413,0,0,2,,,,
487,1,1,0,0,0,0,2,,,,
487,2,0,0,470,3,3,10,,,,
487,2,1,0,0,0,0,2,,,,
487,2,2,0,0,0,0,2,,,,
488,0,0,0,408,0,0,2,,,,
488,0,1,0,0,0,0,2,,,,
489,1,0,0,501,0,0,1,,,,
489,1,1,0,0,0,0,1,,,,
490,0,0,0,507,2,2,8,,,,
490,0,1,0,0,0,0,2,,,,
491,0,0,0,488,0,0,2,,,,
491,0,1,0,682,0,0,2,,,,
491,0,2,0,0,0,0,2,,,,
491,0,3,0,931,0,0,2,,,,
491,0,4,0,0,0,0,2,,,,
492,0,0,0,453,0,0,2,,,,
492,0,1,0,0,0,0,2,,,,
492,1,0,0,490,2,2,4,,,,
492,1,1,0,0,0,0,1,,,,
493,1,0,0,512,1,3,1,3,1,4,1
493,1,1,0,0,0,0,2,,,,
493,2,0,0,495,0,0,1,,,,
493,2,1,0,0,0,0,2,,,,
493,2,2,0,0,0,0,1,,,,
493,3,0,0,398,0,0,1,,,,
493,3,1,0,0,0,0,3,,,,
493,3,2,0,1088,0,0,3,,,,
493,3,3,0,0,0,0,1,,,,
494,0,0,0,0,0,0,1,,,,
494,0,1,0,0,0,0,1,,,,
495,0,0,0,425,0,0,1,,,,
495,0,1,0,0,0,0,1,,,,
495,0,2,0,0,0,0,2,,,,
495,1,0,0,438,1,3,1,3,2,4,2
495,1,1,0,0,0,0,2,,,,
495,2,0,0,527,1,3,1,3,2,4,2
495,2,1,0,0,0,0,2,,,,
495,3,0,0,394,2,2,8,,,,
495,3,1,0,711,0,0,2,,,,
495,3,2,0,0,0,0,2,,,,
495,3,3,0,0,0,0,2,,,,
495,3,4,0,1230,0,0,2,,,,
495,3,5,0,1007,0,0,2,,,,
495,3,6,0,0,0,0,2,,,,
497,0,0,0,453,0,0,1,,,,
497,0,1,0,0,0,0,3,,,,
497,0,2,0,0,0,0,2,,,,
498,0,0,0,398,0,0,1,,,,
498,0,1,0,0,0,0,1,,,,
498,0,2,0,0,0,0,2,,,,
498,1,0,0,415,0,0,2,,,,
498,1,1,0,0,0,0,2,,,,
499,0,0,0,0,0,0,2,,,,
499,0,1,0,0,0,0,2,,,,
499,1,0,0,536,0,0,1,,,,
499,1,1,0,0,0,0,1,,,,
499,1,2,0,0,0,0,2,,,,
500,0,0,0,0,3,3,10,,,,
500,0,1,0,0,0,0,2,,,,
501,0,0,0,0,1,3,1,3,1,4,1
501,0,1,0,488,0,0,2,,,,
501,0,2,0,1204,0,0,2,,,,
501,0,3,0,0,0,0,2,,,,
501,1,0,0,0,0,0,1,,,,
501,1,1,0,0,0,0,2,,,,
502,0,0,0,0,2,2,8,,,,
502,0,1,0,492,0,0,3,,,,
502,0,2,0,0,0,0,1,,,,
502,1,0,0,0,0,0,1,,,,
502,1,1,0,0,0,0,1,,,,
503,0,0,0,0,1,3,1,3,2,2,2
503,0,1,0,0,0,0,1,,,,
503,0,2,0,0,0,0,2,,,,
503,0,3,0,0,0,0,2,,,,
504,0,0,0,0,2,2,8,,,,
504,0,1,0,0,0,0,2,,,,
504,1,0,0,515,0,0,1,,,,
504,1,1,0,0,0,0,1,,,,
504,2,0,0,533,0,0,2,,,,
504,2,1,0,0,0,0,2,,,,
505,0,0,0,449,1,3,1,3,2,4,2
505,0,1,0,0,0,0,2,,,,
505,1,0,0,0,0,0,1,,,,
505,1,1,0,0,0,0,2,,,,
506,0,0,0,491,0,0,2,,,,
506,0,1,0,0,0,0,2,,,,
506,0,2,0,0,0,0,2,,,,
506,1,0,0,0,2,2,8,,,,
506,1,1,0,428,0,0,2,,,,
506,1,2,0,0,0,0,2,,,,
507,0,0,0,461,0,0,2,,,,
507,0,1,0,0,0,0,2,,,,
508,0,0,0,0,1,3,1,3,1,4,1
508,0,1,0,0,0,0,2,,,,
508,1,0,0,470,0,0,1,,,,
508,1,1,0,0,0,0,1,,,,
508,1,2,0,0,0,0,2,,,,
508,2,0,0,0,0,0,1,,,,
508,2,1,0,484,0,0,1,,,,
508,2,2,0,0,0,0,2,,,,
508,2,3,0,0,0,0,2,,,,
508,2,4,0,0,0,0,2,,,,
509,0,0,0,426,0,0,2,,,,
509,0,1,0,0,0,0,2,,,,
509,0,2,0,0,0,0,2,,,,
509,1,0,0,403,0,0,2,,,,
509,1,1,0,1182,0,0,2,,,,
509,1,2,0,0,0,0,2,,,,
509,1,3,0,0,0,0,2,,,,
510,0,0,0,394,0,0,2,,,,
510,0,1,0,0,0,0,2,,,,
510,0,2,0,0,0,0,2,,,,
511,0,0,0,487,1,3,1,3,2,4,2
511,0,1,0,1002,0,0,2,,,,
511,0,2,0,0,0,0,3,,,,
511,0,3,0,0,0,0,1,,,,
512,0,0,0,0,1,3,1,3,2,2,2
512,0,1,0,0,0,0,1,,,,
513,0,0,0,413,2,2,8,,,,
513,0,1,0,0,0,0,2,,,,
514,0,0,0,491,0,0,2,,,,
514,0,1,0,0,0,0,2,,,,
514,1,0,0,505,0,0,2,,,,
514,1,1,0,0,0,0,2,,,,
514,1,2,0,965,0,0,2,,,,
514,1,3,0,0,0,0,1,,,,
514,1,4,0,0,0,0,1,,,,
514,2,0,0,507,0,0,2,,,,
514,2,1,0,0,0,0,2,,,,
515,0,0,0,431,0,0,2,,,,
515,0,1,0,0,0,0,2,,,,
515,0,2,0,0,0,0,2,,,,
515,0,3,0,0,0,0,2,,,,
516,0,0,0,496,0,0,2,,,,
516,0,1,0,968,0,0,2,,,,
516,0,2,0,0,0,0,2,,,,
516,0,3,0,0,0,0,2,,,,
516,1,0,0,426,0,0,2,,,,
516,1,1,0,0,0,0,2,,,,
516,2,0,0,491,0,0,2,,,,
516,2,1,0,0,0,0,2,,,,
516,2,2,0,774,0,0,2,,,,
516,2,3,0,974,0,0,2,,,,
516,2,4,0,0,0,0,2,,,,
517,0,0,0,483,1,3,1,3,2,2,2
517,0,1,0,0,0,0,1,,,,
517,0,2,0,746,0,0,1,,,,
517,0,3,0,0,0,0,2,,,,
517,0,4,0,1044,0,0,2,,,,
517,0,5,0,0,0,0,1,,,,
517,1,0,0,505,2,2,4,,,,
517,1,1,0,0,0,0,2,,,,
517,1,2,0,0,0,0,1,,,,
518,1,0,0,470,0,0,2,,,,
518,1,1,0,0,0,0,2,,,,
519,0,0,0,0,2,2,4,,,,
519,0,1,0,0,0,0,1,,,,
519,0,2,0,0,0,0,2,,,,
519,1,0,0,0,1,3,1,3,2,4,2
519,1,1,0,0,0,0,2,,,,
519,2,0,0,494,1,3,1,3,2,2,2
519,2,1,0,0,0,0,1,,,,
520,0,0,0,504,1,3,1,3,2,4,2
520,0,1,0,0,0,0,2,,,,
520,0,2,0,0,0,0,2,,,,
521,0,0,0,0,1,3,1,3,2,4,2
521,0,1,0,0,0,0,2,,,,
521,0,2,0,0,0,0,2,,,,
521,1,0,0,505,2,2,8,,,,
521,1,1,0,0,0,0,2,,,,
521,2,0,0,0,3,3,5,,,,
521,2,1,0,505,0,0,2,,,,
521,2,2,0,0,0,0,1,,,,
521,2,3,0,0,0,0,2,,,,
522,0,0,0,527,0,0,1,,,,
522,0,1,0,0,0,0,1,,,,
522,1,0,0,476,0,0,2,,,,
522,1,1,0,0,0,0,2,,,,
523,0,0,0,402,0,0,1,,,,
523,0,1,0,0,0,0,1,,,,
523,0,2,0,0,0,0,2,,,,
523,1,0,0,403,3,3,10,,,,
523,1,1,0,0,0,0,2,,,,
523,2,0,0,528,2,2,8,,,,
523,2,1,0,0,0,0,2,,,,
523,2,2,0,0,0,0,2,,,,
524,0,0,0,476,2,2,4,,,,
524,0,1,0,0,0,0,1,,,,
524,0,2,0,0,0,0,1,,,,
524,0,3,0,1052,0,0,2,,,,
524,0,4,0,0,0,0,1,,,,
525,0,0,0,469,2,2,8,,,,
525,0,1,0,0,0,0,2,,,,
525,1,0,0,431,0,0,2,,,,
525,1,1,0,0,0,0,2,,,,
526,0,0,0,0,3,3,10,,,,
526,0,1,0,0,0,0,2,,,,
526,1,0,0,0,1,3,1,3,2,4,2
526,1,1,0,0,0,0,2,,,,
526,1,2,0,0,0,0,2,,,,
526,2,0,0,423,1,3,1,3,2,2,2
526,2,1,0,0,0,0,1,,,,
527,0,0,0,506,0,0,2,,,,
527,0,1,0,0,0,0,2,,,,
528,1,0,0,0,0,0,2,,,,
528,1,1,0,0,0,0,2,,,,
529,0,0,0,0,2,2,4,,,,
529,0,1,0,0,0,0,1,,,,
529,1,0,0,412,0,0,2,,,,
529,1,1,0,0,0,0,1,,,,
529,1,2,0,1252,0,0,1,,,,
529,1,3,0,0,0,0,2,,,,
530,0,0,0,0,3,3,10,,,,
530,0,1,0,0,0,0,2,,,,
531,0,0,0,486,2,2,4,,,,
531,0,1,0,0,0,0,1,,,,
531,1,0,0,393,2,2,8,,,,
531,1,1,0,0,0,0,2,,,,
531,2,0,0,509,2,2,8,,,,
531,2,1,0,0,0,0,2,,,,
531,3,0,0,532,2,2,4,,,,
531,3,1,0,0,0,0,1,,,,
532,0,0,0,0,1,3,1,3,2,2,2
532,0,1,0,0,0,0,2,,,,
532,0,2,0,0,0,0,1,,,,
532,0,3,0,0,0,0,2,,,,
532,1,0,0,536,0,0,1,,,,
532,1,1,0,0,0,0,2,,,,
532,1,2,0,0,0,0,1,,,,
533,0,0,0,421,0,0,2,,,,
533,0,1,0,1263,0,0,2,,,,
533,0,2,0,0,0,0,2,,,,
533,0,3,0,0,0,0,2,,,,
534,0,0,0,411,0,0,1,,,,
534,0,1,0,0,0,0,1,,,,
534,1,0,0,0,3,3,5,,,,
534,1,1,0,456,0,0,1,,,,
534,1,2,0,0,0,0,2,,,,
535,0,0,0,463,1,3,1,3,1,4,1
535,0,1,0,0,0,0,2,,,,
535,1,0,0,0,1,3,1,3,2,2,2
535,1,1,0,0,0,0,1,,,,
536,0,0,0,420,0,0,1,,,,
536,0,1,0,0,0,0,1,,,,
536,0,2,0,0,0,0,2,,,,
537,0,0,0,481,0,0,1,,,,
537,0,1,0,0,0,0,1,,,,
537,0,2,0,0,0,0,2,,,,
537,1,0,0,435,0,0,2,,,,
537,1,1,0,0,0,0,2,,,,
538,0,0,0,0,1,3,1,3,2,4,2
538,0,1,0,0,0,0,2,,,,
538,2,0,0,0,1,3,1,3,1,4,1
538,2,1,0,482,0,0,2,,,,
538,2,2,0,1106,0,0,2,,,,
538,2,3,0,0,0,0,2,,,,
539,0,0,0,400,0,0,2,,,,
539,0,1,0,0,0,0,2,,,,
540,0,0,0,442,3,3,10,,,,
540,0,1,0,0,0,0,2,,,,
541,0,0,0,521,0,0,1,,,,
541,0,1,0,697,0,0,2,,,,
541,0,2,0,1078,0,0,2,,,,
541,0,3,0,0,0,0,1,,,,
541,1,0,0,539,2,2,8,,,,
541,1,1,0,0,0,0,2,,,,
542,0,0,0,536,3,3,10,,,,
542,0,1,0,0,0,0,2,,,,
543,0,0,0,493,0,0,1,,,,
543,0,1,0,0,0,0,2,,,,
543,0,2,0,0,0,0,1,,,,
544,0,0,0,442,0,0,2,,,,
544,0,1,0,0,0,0,2,,,,
544,1,0,0,439,0,0,2,,,,
544,1,1,0,0,0,0,2,,,,
544,1,2,0,0,0,0,2,,,,
545,0,0,0,0,1,3,1,3,2,2,2
545,0,1,0,0,0,0,1,,,,
545,0,2,0,0,0,0,1,,,,
545,0,3,0,0,0,0,1,,,,
545,1,0,0,0,1,3,1,3,2,2,2
545,1,1,0,0,0,0,1,,,,
545,1,2,0,0,0,0,2,,,,
545,2,0,0,0,2,2,4,,,,
545,2,1,0,0,0,0,1,,,,
546,0,0,0,0,2,2,4,,,,
546,0,1,0,0,0,0,1,,,,
546,1,0,0,454,1,3,1,3,2,4,2
546,1,1,0,0,0,0,2,,,,
546,2,0,0,539,2,2,8,,,,
546,2,1,0,0,0,0,2,,,,
547,0,0,0,0,2,2,8,,,,
547,0,1,0,0,0,0,1,,,,
547,0,2,0,0,0,0,1,,,,
547,0,3,0,0,0,0,1,,,,
547,0,4,0,0,0,0,1,,,,
547,1,0,0,415,1,3,1,3,2,4,2
547,1,1,0,0,0,0,2,,,,
547,1,2,0,0,0,0,2,,,,
548,0,0,0,540,2,2,8,,,,
548,0,1,0,0,0,0,2,,,,
549,1,0,0,526,1,3,1,3,2,2,2
549,1,1,0,0,0,0,1,,,,
550,0,0,0,0,0,0,2,,,,
550,0,1,0,0,0,0,2,,,,
550,1,0,0,468,3,3,5,,,,
550,1,1,0,0,0,0,2,,,,
550,1,2,0,0,0,0,1,,,,
550,2,0,0,439,2,2,4,,,,
550,2,1,0,0,0,0,1,,,,
551,0,0,0,449,0,0,2,,,,
551,0,1,0,0,0,0,2,,,,
552,0,0,0,0,3,3,5,,,,
552,0,1,0,0,0,0,1,,,,
552,0,2,0,0,0,0,2,,,,
552,1,0,0,0,2,2,8,,,,
552,1,1,0,0,0,0,2,,,,
552,1,2,0,0,0,0,2,,,,
552,2,0,0,466,1,3,1,3,2,4,2
552,2,1,0,0,0,0,2,,,,
552,3,0,0,445,2,2,8,,,,
552,3,1,0,0,0,0,2,,,,
553,0,0,0,428,0,0,2,,,,
553,0,1,0,0,0,0,2,,,,
554,0,0,0,0,2,2,4,,,,
554,0,1,0,0,0,0,2,,,,
554,0,2,0,0,0,0,1,,,,
555,0,0,0,0,2,2,8,,,,
555,0,1,0,0,0,0,2,,,,
555,1,0,0,0,3,3,10,,,,
555,1,1,0,470,0,0,2,,,,
555,1,2,0,0,0,0,2,,,,
555,2,0,0,0,1,3,1,3,2,4,2
555,2,1,0,481,0,0,2,,,,
555,2,2,0,0,0,0,2,,,,
555,2,3,0,0,0,0,2,,,,
556,0,0,0,0,2,2,8,,,,
556,0,1,0,0,0,0,2,,,,
557,0,0,0,438,0,0,2,,,,
557,0,1,0,0,0,0,2,,,,
557,1,0,0,487,0,0,2,,,,
557,1,1,0,0,0,0,2,,,,
557,2,0,0,507,2,2,8,,,,
557,2,1,0,0,0,0,2,,,,
558,0,0,0,409,0,0,1,,,,
558,0,1,0,0,0,0,2,,,,
558,0,2,0,0,0,0,1,,,,
558,1,0,0,478,0,0,1,,,,
558,1,1,0,0,0,0,1,,,,
558,1,2,0,0,0,0,2,,,,
559,0,0,0,397,0,0,2,,,,
559,0,1,0,0,0,0,2,,,,
559,1,0,0,0,2,2,8,,,,
559,1,1,0,428,0,0,2,,,,
559,1,2,0,1303,0,0,2,,,,
559,1,3,0,0,0,0,2,,,,
560,0,0,0,527,0,0,2,,,,
560,0,1,0,0,0,0,2,,,,
561,0,0,0,501,2,2,8,,,,
561,0,1,0,0,0,0,2,,,,
561,0,2,0,0,0,0,2,,,,
562,0,0,0,0,3,3,10,,,,
562,0,1,0,0,0,0,2,,,,
562,0,2,0,0,0,0,2,,,,
563,0,0,0,0,1,3,1,3,2,2,2
563,0,1,0,478,0,0,1,,,,
563,0,2,0,0,0,0,2,,,,
563,0,3,0,0,0,0,2,,,,
563,1,0,0,426,1,3,1,3,2,2,2
563,1,1,0,720,0,0,2,,,,
563,1,2,0,1172,0,0,2,,,,
563,1,3,0,0,0,0,1,,,,
564,0,0,0,491,0,0,2,,,,
564,0,1,0,0,0,0,2,,,,
565,0,0,0,458,3,3,10,,,,
565,0,1,0,0,0,0,2,,,,
566,0,0,0,0,3,3,10,,,,
566,0,1,0,0,0,0,1,,,,
566,0,2,0,0,0,0,1,,,,
566,1,0,0,0,1,3,1,3,2,4,2
566,1,1,0,0,0,0,2,,,,
567,0,0,0,0,2,2,8,,,,
567,0,1,0,0,0,0,2,,,,
568,0,0,0,412,0,0,2,,,,
568,0,1,0,0,0,0,2,,,,
569,0,0,0,530,0,0,2,,,,
569,0,1,0,0,0,0,2,,,,
570,0,0,0,0,2,2,4,,,,
570,0,1,0,0,0,0,1,,,,
571,0,0,0,497,2,2,4,,,,
571,0,1,0,0,0,0,1,,,,
572,0,0,0,0,2,2,4,,,,
572,0,1,0,422,0,0,1,,,,
572,0,2,0,0,0,0,2,,,,
572,0,3,0,947,0,0,2,,,,
572,0,4,0,0,0,0,2,,,,
572,1,0,0,0,2,2,8,,,,
572,1,1,0,515,0,0,2,,,,
572,1,2,0,0,0,0,2,,,,
573,0,0,0,427,1,3,1,3,2,2,2
573,0,1,0,0,0,0,1,,,,
573,0,2,0,0,0,0,2,,,,
574,2,0,0,0,3,3,5,,,,
574,2,1,0,0,0,0,2,,,,
574,2,2,0,0,0,0,1,,,,
574,2,3,0,0,0,0,1,,,,
574,2,4,0,0,0,0,1,,,,
574,2,5,0,0,0,0,2,,,,
574,3,0,0,0,0,0,2,,,,
574,3,1,0,0,0,0,1,,,,
574,3,2,0,0,0,0,2,,,,
575,0,0,0,455,1,3,1,3,1,4,1
575,0,1,0,0,0,0,2,,,,
575,0,2,0,0,0,0,2,,,,
575,1,0,0,519,2,2,8,,,,
575,1,1,0,0,0,0,2,,,,
576,0,0,0,484,0,0,2,,,,
576,0,1,0,0,0,0,2,,,,
576,0,2,0,1165,0,0,2,,,,
576,0,3,0,0,0,0,2,,,,
576,0,4,0,0,0,0,2,,,,
576,0,5,0,0,0,0,2,,,,
576,1,0,0,0,1,3,1,3,1,4,1
576,1,1,0,501,0,0,2,,,,
576,1,2,0,0,0,0,2,,,,
576,1,3,0,0,0,0,2,,,,
576,1,4,0,0,0,0,2,,,,
576,2,0,0,0,2,2,8,,,,
576,2,1,0,515,0,0,2,,,,
576,2,2,0,0,0,0,2,,,,
577,0,0,0,0,3,3,10,,,,
577,0,1,0,0,0,0,2,,,,
577,1,0,0,437,1,3,1,3,2,2,2
577,1,1,0,0,0,0,1,,,,
578,0,0,0,419,1,3,1,3,2,4,2
578,0,1,0,0,0,0,2,,,,
579,0,0,0,413,0,0,1,,,,
579,0,1,0,0,0,0,1,,,,
579,1,0,0,467,0,0,1,,,,
579,1,1,0,0,0,0,1,,,,
579,2,0,0,449,0,0,1,,,,
579,2,1,0,0,0,0,1,,,,
579,2,2,0,0,0,0,2,,,,
579,3,0,0,412,0,0,2,,,,
579,3,1,0,0,0,0,2,,,,
579,3,2,0,0,0,0,2,,,,
580,0,0,0,394,2,2,8,,,,
580,0,1,0,0,0,0,3,,,,
580,0,2,0,0,0,0,1,,,,
581,0,0,0,498,1,3,1,3,2,2,2
581,0,1,0,0,0,0,1,,,,
581,1,0,0,405,0,0,1,,,,
581,1,1,0,0,0,0,1,,,,
581,2,0,0,435,1,3,1,3,2,4,2
581,2,1,0,0,0,0,2,,,,
582,0,0,0,441,0,0,2,,,,
582,0,1,0,0,0,0,2,,,,
583,0,0,0,531,0,0,1,,,,
583,0,1,0,719,0,0,2,,,,
583,0,2,0,0,0,0,2,,,,
583,0,3,0,1158,0,0,2,,,,
583,0,4,0,0,0,0,1,,,,
